subject_id,gender,ever_married,work_type,Residence_type
10808,Female,Yes,Private,Rural
10809,Female,Yes,Private,Rural
10810,Male,Yes,Self-employed,Urban
10811,Male,Yes,Self-employed,Urban
10812,Female,Yes,Private,Rural
10813,Female,No,Private,Rural
10814,Female,No,children,Urban
10815,Male,Yes,Self-employed,Urban
10816,Female,No,Private,Rural
10817,Male,Yes,Private,Rural
10818,Female,Yes,Private,Urban
10819,Female,Yes,Self-employed,Urban
10820,Female,Yes,Private,Rural
10821,Male,Yes,Private,Urban
10822,Male,Yes,Private,Urban
10823,Female,Yes,Self-employed,Urban
10824,Female,Yes,Private,Rural
10825,Female,Yes,Private,Rural
10826,Female,Yes,Private,Rural
10827,Male,No,Private,Urban
10828,Female,No,Private,Rural
10829,Female,Yes,Private,Rural
10830,Female,Yes,Private,Urban
10831,Female,Yes,Private,Rural
10832,Female,Yes,Private,Urban
10833,Female,No,children,Rural
10834,Female,Yes,Private,Urban
10835,Female,Yes,Private,Urban
10836,Male,Yes,Private,Rural
10837,Male,Yes,Self-employed,Urban
10838,Female,Yes,Private,Rural
10839,Male,No,children,Urban
10840,Female,No,Govt_job,Urban
10841,Female,No,children,Rural
10842,Male,Yes,Self-employed,Rural
10843,Female,Yes,Private,Urban
10844,Female,No,children,Urban
10845,Male,No,Private,Rural
10846,Male,Yes,Private,Urban
10847,Male,Yes,Self-employed,Urban
10848,Male,Yes,Self-employed,Rural
10849,Male,Yes,Private,Urban
10850,Female,No,Govt_job,Rural
10851,Female,Yes,Self-employed,Urban
10852,Female,Yes,Self-employed,Urban
10853,Male,Yes,Private,Urban
10854,Male,No,Private,Rural
10855,Female,No,Private,Rural
10856,Female,Yes,Private,Urban
10857,Male,Yes,Govt_job,Urban
10858,Male,Yes,Self-employed,Urban
10859,Female,Yes,Private,Urban
10860,Female,Yes,Self-employed,Urban
10861,Female,Yes,Self-employed,Rural
10862,Female,Yes,Private,Rural
10863,Female,Yes,Private,Urban
10864,Female,Yes,Self-employed,Urban
10865,Female,Yes,Private,Rural
10866,Male,No,Private,Urban
10867,Male,No,children,Rural
10868,Female,No,Private,Urban
10869,Male,No,children,Rural
10870,Male,No,Govt_job,Rural
10871,Male,Yes,Private,Urban
10872,Female,No,Self-employed,Urban
10873,Female,No,children,Urban
10874,Male,Yes,Private,Urban
10875,Male,No,Private,Urban
10876,Female,No,children,Urban
10877,Male,No,Private,Rural
10878,Female,No,Private,Rural
10879,Male,Yes,Private,Rural
10880,Female,No,Private,Urban
10881,Male,No,Private,Rural
10882,Female,Yes,Private,Rural
10883,Female,No,Private,Rural
10884,Male,Yes,Self-employed,Urban
10885,Female,Yes,Private,Urban
10886,Female,No,Private,Urban
10887,Female,No,Private,Rural
10888,Female,No,children,Urban
10889,Female,Yes,Private,Rural
10890,Male,Yes,Govt_job,Rural
10891,Female,No,children,Urban
10892,Female,Yes,Private,Rural
10893,Male,No,Private,Rural
10894,Female,No,children,Rural
10895,Female,Yes,Private,Rural
10896,Male,No,children,Rural
10897,Male,Yes,Govt_job,Urban
10898,Male,Yes,Private,Urban
10899,Female,Yes,Private,Urban
10900,Female,No,children,Rural
10901,Female,Yes,Self-employed,Rural
10902,Male,No,Private,Rural
10903,Male,Yes,Private,Urban
10904,Male,No,Private,Rural
10905,Male,Yes,Private,Urban
10906,Male,Yes,Self-employed,Rural
10907,Male,Yes,Private,Rural
10908,Female,Yes,Govt_job,Rural
10909,Male,No,children,Urban
10910,Male,No,children,Rural
10911,Male,Yes,Private,Rural
10912,Female,No,Private,Urban
10913,Male,No,children,Rural
10914,Male,Yes,Private,Rural
10915,Male,Yes,Private,Urban
10916,Female,Yes,Private,Rural
10917,Male,Yes,Govt_job,Rural
10918,Female,No,Private,Urban
10919,Female,No,children,Rural
10920,Female,Yes,Private,Rural
10921,Female,Yes,Private,Rural
10922,Male,No,children,Urban
10923,Male,Yes,Private,Urban
10924,Male,Yes,Private,Rural
10925,Female,No,children,Urban
10926,Female,Yes,Self-employed,Urban
10927,Female,Yes,Govt_job,Urban
10928,Male,No,Private,Urban
10929,Female,Yes,Self-employed,Urban
10930,Male,Yes,Self-employed,Rural
10931,Female,Yes,Self-employed,Rural
10932,Female,Yes,Self-employed,Urban
10933,Female,No,Private,Urban
10934,Female,Yes,Govt_job,Urban
10935,Male,No,Private,Rural
10936,Female,Yes,Govt_job,Urban
10937,Male,Yes,Private,Urban
10938,Female,Yes,Private,Urban
10939,Female,Yes,Private,Rural
10940,Female,Yes,Private,Rural
10941,Female,Yes,Private,Urban
10942,Male,Yes,Self-employed,Rural
10943,Male,Yes,Private,Rural
10944,Male,Yes,Private,Urban
10945,Female,No,children,Urban
10946,Male,No,Private,Urban
10947,Male,Yes,Private,Urban
10948,Male,Yes,Private,Urban
10949,Female,Yes,Private,Urban
10950,Male,No,Private,Rural
10951,Female,Yes,Private,Urban
10952,Female,No,Private,Rural
10953,Female,Yes,Private,Rural
10954,Female,Yes,Govt_job,Rural
10955,Female,No,Self-employed,Urban
10956,Female,Yes,Private,Urban
10957,Female,Yes,Govt_job,Urban
10958,Female,No,Private,Rural
10959,Male,Yes,Private,Urban
10960,Female,No,children,Rural
10961,Male,Yes,Private,Urban
10962,Female,No,Private,Urban
10963,Male,Yes,Private,Urban
10964,Male,No,Self-employed,Rural
10965,Female,Yes,Private,Rural
10966,Female,Yes,Self-employed,Urban
10967,Female,No,Self-employed,Urban
10968,Male,Yes,Private,Rural
10969,Male,No,children,Urban
10970,Female,Yes,Private,Urban
10971,Male,Yes,Private,Urban
10972,Male,Yes,Private,Rural
10973,Female,No,Private,Rural
10974,Female,Yes,Private,Rural
10975,Female,No,Private,Rural
10976,Male,Yes,Self-employed,Urban
10977,Male,Yes,Govt_job,Urban
10978,Female,No,Self-employed,Rural
10979,Male,Yes,Private,Rural
10980,Female,Yes,Private,Rural
10981,Male,No,children,Rural
10982,Female,Yes,Self-employed,Rural
10983,Female,Yes,Private,Rural
10984,Female,Yes,Govt_job,Rural
10985,Female,Yes,Private,Urban
10986,Male,No,children,Urban
10987,Male,Yes,Private,Urban
10988,Male,No,Private,Rural
10989,Male,No,Private,Urban
10990,Female,Yes,Govt_job,Rural
10991,Female,Yes,Private,Urban
10992,Female,Yes,Private,Urban
10993,Female,Yes,Govt_job,Rural
10994,Female,Yes,Self-employed,Rural
10995,Female,Yes,Private,Rural
10996,Female,Yes,Self-employed,Urban
10997,Female,No,Private,Rural
10998,Female,No,Private,Rural
10999,Female,No,Private,Rural
11000,Female,No,Private,Rural
11001,Male,No,Private,Urban
11002,Female,Yes,Private,Urban
11003,Male,Yes,Self-employed,Urban
11004,Female,No,children,Rural
11005,Female,No,Private,Rural
11006,Male,No,Private,Rural
11007,Male,Yes,Private,Rural
11008,Male,Yes,Private,Urban
11009,Female,Yes,Private,Rural
11010,Male,Yes,Private,Urban
11011,Female,Yes,Self-employed,Urban
11012,Male,No,children,Urban
11013,Female,Yes,Private,Urban
11014,Male,Yes,Govt_job,Rural
11015,Male,Yes,Govt_job,Urban
11016,Female,No,Private,Urban
11017,Male,Yes,Govt_job,Urban
11018,Female,No,Private,Urban
11019,Female,Yes,Private,Rural
11020,Female,No,Private,Rural
11021,Male,Yes,Private,Rural
11022,Female,Yes,Self-employed,Rural
11023,Female,Yes,Private,Rural
11024,Female,Yes,Govt_job,Urban
11025,Female,Yes,Self-employed,Urban
11026,Female,Yes,Self-employed,Rural
11027,Male,Yes,Private,Urban
11028,Female,Yes,Private,Urban
11029,Female,Yes,Self-employed,Urban
11030,Male,No,Private,Rural
11031,Male,No,children,Urban
11032,Male,No,children,Urban
11033,Female,No,Private,Rural
11034,Female,Yes,Private,Urban
11035,Female,Yes,Private,Rural
11036,Male,Yes,Govt_job,Urban
11037,Female,Yes,Private,Rural
11038,Male,Yes,Private,Urban
11039,Female,Yes,Private,Rural
11040,Male,No,children,Rural
11041,Female,Yes,Private,Rural
11042,Male,No,children,Rural
11043,Female,Yes,Private,Urban
11044,Male,Yes,Govt_job,Urban
11045,Male,No,children,Urban
11046,Female,Yes,Private,Urban
11047,Female,Yes,Private,Rural
11048,Female,Yes,Private,Rural
11049,Male,Yes,Private,Rural
11050,Female,Yes,Private,Rural
11051,Male,No,children,Rural
11052,Female,No,Private,Rural
11053,Female,No,children,Urban
11054,Male,Yes,Private,Urban
11055,Male,Yes,Private,Rural
11056,Male,Yes,Private,Urban
11057,Female,Yes,Govt_job,Urban
11058,Female,Yes,Private,Rural
11059,Female,No,Private,Urban
11060,Male,Yes,Private,Rural
11061,Male,Yes,Govt_job,Rural
11062,Female,No,Private,Urban
11063,Male,No,children,Rural
11064,Female,Yes,Private,Urban
11065,Female,Yes,Private,Urban
11066,Female,Yes,Private,Rural
11067,Female,No,children,Rural
11068,Female,Yes,Govt_job,Urban
11069,Female,Yes,Private,Urban
11070,Male,Yes,Private,Rural
11071,Female,Yes,Private,Urban
11072,Female,Yes,Private,Urban
11073,Female,Yes,Private,Rural
11074,Male,Yes,Private,Urban
11075,Female,No,Private,Urban
11076,Female,Yes,Self-employed,Urban
11077,Male,Yes,Private,Rural
11078,Female,Yes,Private,Rural
11079,Female,No,Govt_job,Rural
11080,Female,No,Private,Rural
11081,Female,Yes,Private,Rural
11082,Female,No,children,Rural
11083,Female,Yes,Govt_job,Urban
11084,Female,No,Govt_job,Rural
11085,Male,No,Private,Urban
11086,Female,Yes,Private,Rural
11087,Female,Yes,Private,Rural
11088,Female,Yes,Private,Rural
11089,Female,No,Private,Urban
11090,Female,No,children,Rural
11091,Female,Yes,Private,Urban
11092,Female,No,children,Urban
11093,Male,Yes,Govt_job,Urban
11094,Male,Yes,Govt_job,Urban
11095,Male,Yes,Private,Rural
11096,Male,Yes,Self-employed,Rural
11097,Female,No,Self-employed,Urban
11098,Male,Yes,Private,Urban
11099,Female,No,Private,Rural
11100,Female,No,Private,Rural
11101,Female,No,Private,Rural
11102,Female,Yes,Private,Urban
11103,Female,No,Private,Rural
11104,Female,Yes,Private,Urban
11105,Male,Yes,Private,Rural
11106,Female,Yes,Private,Urban
11107,Male,Yes,Private,Urban
11108,Male,No,Self-employed,Rural
11109,Male,No,Private,Urban
11110,Female,No,Private,Urban
11111,Female,Yes,Private,Rural
11112,Female,No,children,Urban
11113,Female,Yes,Private,Urban
11114,Female,Yes,Private,Rural
11115,Male,Yes,Private,Rural
11116,Female,Yes,Private,Urban
11117,Female,Yes,Private,Rural
11118,Female,No,Private,Rural
11119,Female,Yes,Self-employed,Rural
11120,Female,Yes,Private,Urban
11121,Male,Yes,Self-employed,Urban
11122,Female,No,Private,Rural
11123,Male,No,children,Rural
11124,Female,No,Govt_job,Urban
11125,Female,No,Private,Rural
11126,Male,No,Private,Urban
11127,Male,No,children,Rural
11128,Male,No,children,Rural
11129,Male,Yes,Private,Urban
11130,Female,Yes,Private,Urban
11131,Male,Yes,Self-employed,Urban
11132,Male,Yes,Self-employed,Urban
11133,Female,No,Private,Rural
11134,Male,Yes,Self-employed,Rural
11135,Female,Yes,Self-employed,Urban
11136,Male,No,children,Rural
11137,Male,No,Private,Rural
11138,Female,Yes,Govt_job,Rural
11139,Male,Yes,Govt_job,Rural
11140,Male,Yes,Govt_job,Rural
11141,Female,Yes,Govt_job,Rural
11142,Female,No,Private,Rural
11143,Female,No,Private,Rural
11144,Female,Yes,Govt_job,Rural
11145,Male,No,Private,Rural
11146,Female,No,children,Rural
11147,Female,No,children,Urban
11148,Female,Yes,Private,Urban
11149,Male,No,children,Urban
11150,Male,Yes,Private,Urban
11151,Female,No,Private,Urban
11152,Male,No,Private,Rural
11153,Female,Yes,Private,Rural
11154,Male,No,children,Rural
11155,Male,No,children,Rural
11156,Male,No,children,Urban
11157,Female,Yes,Private,Rural
11158,Male,No,Govt_job,Rural
11159,Male,Yes,Self-employed,Rural
11160,Female,No,Private,Urban
11161,Male,Yes,Private,Rural
11162,Male,Yes,Private,Urban
11163,Female,No,Private,Rural
11164,Male,Yes,Private,Rural
11165,Male,Yes,Private,Urban
11166,Female,Yes,Private,Urban
11167,Female,No,Private,Rural
11168,Male,Yes,Govt_job,Urban
11169,Male,No,Private,Urban
11170,Female,Yes,Private,Urban
11171,Female,No,children,Rural
11172,Male,No,Private,Urban
11173,Male,No,Private,Urban
11174,Female,Yes,Private,Urban
11175,Male,Yes,Self-employed,Rural
11176,Female,Yes,Private,Rural
11177,Female,Yes,Govt_job,Urban
11178,Female,No,children,Urban
11179,Male,No,Private,Urban
11180,Female,Yes,Self-employed,Rural
11181,Male,No,children,Urban
11182,Male,Yes,Private,Rural
11183,Male,Yes,Private,Urban
11184,Male,Yes,Private,Rural
11185,Male,Yes,Govt_job,Rural
11186,Male,Yes,Self-employed,Urban
11187,Male,No,children,Rural
11188,Male,Yes,Private,Rural
11189,Female,Yes,Self-employed,Rural
11190,Female,Yes,Private,Rural
11191,Female,Yes,Govt_job,Urban
11192,Male,No,children,Rural
11193,Male,Yes,Private,Urban
11194,Male,Yes,Private,Rural
11195,Male,Yes,Private,Rural
11196,Female,No,Self-employed,Rural
11197,Female,No,children,Urban
11198,Female,Yes,Self-employed,Rural
11199,Male,No,children,Rural
11200,Female,Yes,Self-employed,Rural
11201,Female,Yes,Self-employed,Urban
11202,Male,Yes,Govt_job,Rural
11203,Female,No,Private,Rural
11204,Male,Yes,Govt_job,Urban
11205,Male,Yes,Govt_job,Rural
11206,Female,No,Private,Urban
11207,Female,Yes,Private,Urban
11208,Female,No,children,Rural
11209,Male,Yes,Private,Rural
11210,Male,Yes,Private,Rural
11211,Male,Yes,Self-employed,Rural
11212,Female,No,Private,Urban
11213,Male,No,children,Rural
11214,Male,No,Private,Urban
11215,Male,Yes,Self-employed,Rural
11216,Female,Yes,Private,Rural
11217,Male,No,Private,Rural
11218,Male,Yes,Self-employed,Urban
11219,Female,Yes,Self-employed,Urban
11220,Female,No,Private,Urban
11221,Female,Yes,Private,Urban
11222,Female,Yes,Private,Urban
11223,Male,No,Private,Urban
11224,Female,Yes,Private,Rural
11225,Female,Yes,Self-employed,Urban
11226,Male,Yes,Self-employed,Rural
11227,Female,Yes,Private,Rural
11228,Female,Yes,Private,Rural
11229,Female,Yes,Self-employed,Rural
11230,Female,No,Private,Rural
11231,Male,Yes,Private,Rural
11232,Female,No,Private,Rural
11233,Male,Yes,Private,Urban
11234,Female,Yes,Private,Rural
11235,Female,Yes,Private,Rural
11236,Male,Yes,Self-employed,Rural
11237,Male,Yes,Private,Rural
11238,Female,Yes,Private,Urban
11239,Male,Yes,Private,Urban
11240,Male,Yes,Private,Urban
11241,Female,No,Self-employed,Rural
11242,Female,No,Private,Urban
11243,Female,Yes,Private,Urban
11244,Female,Yes,Govt_job,Rural
11245,Female,Yes,Self-employed,Rural
11246,Female,No,Private,Urban
11247,Female,Yes,Self-employed,Rural
11248,Female,Yes,Govt_job,Rural
11249,Male,Yes,Private,Urban
11250,Male,No,children,Urban
11251,Male,No,children,Urban
11252,Female,Yes,Private,Rural
11253,Female,Yes,Private,Urban
11254,Female,Yes,Self-employed,Rural
11255,Female,Yes,Private,Rural
11256,Female,No,children,Rural
11257,Male,Yes,Self-employed,Rural
11258,Male,No,children,Urban
11259,Male,Yes,Private,Rural
11260,Male,Yes,Private,Urban
11261,Male,Yes,Private,Rural
11262,Female,No,children,Urban
11263,Male,No,children,Urban
11264,Male,Yes,Private,Rural
11265,Female,Yes,Private,Rural
11266,Male,Yes,Govt_job,Urban
11267,Male,No,Private,Urban
11268,Female,No,Govt_job,Rural
11269,Female,No,Self-employed,Rural
11270,Female,Yes,Private,Urban
11271,Male,Yes,Private,Rural
11272,Female,No,children,Urban
11273,Female,Yes,Private,Urban
11274,Female,Yes,Private,Urban
11275,Female,Yes,Private,Urban
11276,Male,Yes,Private,Rural
11277,Female,Yes,Private,Urban
11278,Male,No,children,Rural
11279,Female,Yes,Private,Rural
11280,Female,Yes,Self-employed,Rural
11281,Male,No,children,Rural
11282,Male,No,children,Urban
11283,Male,Yes,Self-employed,Urban
11284,Female,No,children,Rural
11285,Female,Yes,Self-employed,Urban
11286,Female,No,Private,Urban
11287,Female,Yes,Private,Urban
11288,Female,No,children,Urban
11289,Female,Yes,Private,Rural
11290,Male,Yes,Govt_job,Rural
11291,Male,Yes,Govt_job,Rural
11292,Female,Yes,Private,Rural
11293,Male,Yes,Private,Urban
11294,Male,Yes,Private,Rural
11295,Female,Yes,Private,Urban
11296,Male,No,Private,Urban
11297,Female,No,children,Urban
11298,Male,No,children,Rural
11299,Female,Yes,Private,Rural
11300,Male,No,children,Urban
11301,Male,Yes,Private,Rural
11302,Female,Yes,Private,Urban
11303,Male,Yes,Private,Urban
11304,Male,Yes,Private,Rural
11305,Male,Yes,Private,Rural
11306,Male,Yes,Self-employed,Urban
11307,Male,Yes,Private,Urban
11308,Female,Yes,Private,Rural
11309,Female,Yes,Private,Urban
11310,Male,Yes,Private,Rural
11311,Male,Yes,Private,Urban
11312,Female,Yes,Private,Urban
11313,Male,No,children,Urban
11314,Female,No,children,Urban
11315,Male,Yes,Private,Urban
11316,Female,No,children,Rural
11317,Female,No,Private,Urban
11318,Female,No,children,Rural
11319,Female,Yes,Private,Rural
11320,Male,No,Private,Rural
11321,Male,No,children,Urban
11322,Female,Yes,Govt_job,Rural
11323,Male,No,children,Urban
11324,Male,Yes,Private,Urban
11325,Female,Yes,Private,Urban
11326,Female,Yes,Private,Urban
11327,Male,Yes,Govt_job,Rural
11328,Male,Yes,Private,Urban
11329,Male,Yes,Private,Rural
11330,Male,Yes,Private,Urban
11331,Male,Yes,Private,Urban
11332,Female,Yes,Private,Rural
11333,Female,No,children,Rural
11334,Male,Yes,Self-employed,Urban
11335,Female,No,Private,Rural
11336,Male,No,children,Rural
11337,Female,Yes,Govt_job,Urban
11338,Female,Yes,Private,Rural
11339,Female,Yes,Private,Rural
11340,Female,No,Private,Rural
11341,Female,No,children,Rural
11342,Female,Yes,Private,Rural
11343,Female,Yes,Private,Rural
11344,Female,Yes,Govt_job,Urban
11345,Male,Yes,Private,Rural
11346,Male,No,children,Urban
11347,Male,Yes,Self-employed,Urban
11348,Female,Yes,Self-employed,Rural
11349,Female,Yes,Govt_job,Rural
11350,Male,Yes,Private,Urban
11351,Female,No,Private,Rural
11352,Female,No,Private,Urban
11353,Male,No,children,Urban
11354,Female,No,Private,Rural
11355,Male,No,children,Urban
11356,Female,No,Private,Rural
11357,Male,No,Private,Urban
11358,Male,Yes,Govt_job,Urban
11359,Male,Yes,Govt_job,Urban
11360,Female,Yes,Private,Urban
11361,Male,Yes,Private,Rural
11362,Female,Yes,Private,Urban
11363,Female,No,Govt_job,Rural
11364,Male,Yes,Private,Rural
11365,Female,Yes,Self-employed,Rural
11366,Female,Yes,Self-employed,Urban
11367,Female,Yes,Govt_job,Rural
11368,Female,Yes,Govt_job,Urban
11369,Male,No,children,Rural
11370,Female,No,children,Rural
11371,Male,Yes,Self-employed,Urban
11372,Male,No,children,Urban
11373,Male,Yes,Private,Urban
11374,Female,No,children,Urban
11375,Female,Yes,Private,Rural
11376,Female,Yes,Govt_job,Rural
11377,Male,Yes,Private,Rural
11378,Female,No,Private,Rural
11379,Male,No,children,Urban
11380,Male,No,Self-employed,Rural
11381,Female,Yes,Private,Rural
11382,Female,Yes,Govt_job,Urban
11383,Male,Yes,Self-employed,Rural
11384,Male,No,Private,Rural
11385,Female,No,children,Rural
11386,Female,Yes,Private,Rural
11387,Female,No,Private,Rural
11388,Male,Yes,Self-employed,Urban
11389,Male,Yes,Private,Rural
11390,Male,Yes,Self-employed,Rural
11391,Female,Yes,Govt_job,Rural
11392,Male,Yes,Private,Rural
11393,Female,Yes,Private,Urban
11394,Female,No,Self-employed,Urban
11395,Female,Yes,Private,Rural
11396,Female,No,children,Rural
11397,Male,No,Private,Rural
11398,Female,Yes,Govt_job,Rural
11399,Female,Yes,Govt_job,Rural
11400,Male,Yes,Self-employed,Urban
11401,Male,Yes,Govt_job,Urban
11402,Female,No,Private,Rural
11403,Female,No,Private,Rural
11404,Male,Yes,Private,Rural
11405,Male,Yes,Private,Urban
11406,Male,Yes,Private,Urban
11407,Female,No,Private,Urban
11408,Male,Yes,Private,Rural
11409,Male,No,Private,Urban
11410,Female,Yes,Govt_job,Urban
11411,Female,Yes,Govt_job,Rural
11412,Female,Yes,Private,Urban
11413,Female,Yes,Private,Urban
11414,Female,Yes,Self-employed,Rural
11415,Female,Yes,Private,Urban
11416,Female,Yes,Private,Rural
11417,Female,Yes,Private,Urban
11418,Female,No,children,Rural
11419,Female,Yes,Private,Urban
11420,Female,Yes,Self-employed,Rural
11421,Female,Yes,Private,Rural
11422,Female,Yes,Private,Urban
11423,Male,Yes,Private,Urban
11424,Male,Yes,Self-employed,Rural
11425,Female,Yes,Private,Rural
11426,Female,No,Private,Urban
11427,Male,Yes,Self-employed,Rural
11428,Male,No,children,Rural
11429,Male,Yes,Private,Urban
11430,Female,No,Self-employed,Urban
11431,Male,Yes,Private,Urban
11432,Male,Yes,Self-employed,Urban
11433,Male,Yes,Govt_job,Rural
11434,Female,No,Private,Urban
11435,Male,No,children,Urban
11436,Male,No,Self-employed,Rural
11437,Female,Yes,Self-employed,Urban
11438,Male,No,children,Rural
11439,Female,No,Private,Rural
11440,Male,Yes,Private,Urban
11441,Female,Yes,Private,Urban
11442,Male,Yes,Private,Rural
11443,Male,No,children,Rural
11444,Male,Yes,Self-employed,Rural
11445,Female,No,Private,Rural
11446,Female,Yes,Private,Urban
11447,Female,Yes,Private,Urban
11448,Female,No,Govt_job,Urban
11449,Female,Yes,Self-employed,Rural
11450,Male,No,children,Urban
11451,Female,No,Private,Urban
11452,Female,Yes,Private,Rural
11453,Female,No,Private,Rural
11454,Female,Yes,Private,Rural
11455,Male,Yes,Self-employed,Urban
11456,Male,Yes,Private,Rural
11457,Male,No,Private,Rural
11458,Male,Yes,Private,Rural
11459,Female,Yes,Private,Rural
11460,Female,No,Private,Rural
11461,Female,Yes,Govt_job,Urban
11462,Male,Yes,Private,Urban
11463,Female,Yes,Govt_job,Urban
11464,Male,No,children,Urban
11465,Female,Yes,Private,Urban
11466,Female,No,Govt_job,Rural
11467,Female,No,children,Urban
11468,Female,Yes,Private,Rural
11469,Female,Yes,Private,Rural
11470,Male,Yes,Private,Urban
11471,Male,Yes,Private,Rural
11472,Female,No,children,Urban
11473,Male,Yes,Private,Urban
11474,Female,Yes,Private,Rural
11475,Male,No,children,Urban
11476,Female,No,Private,Rural
11477,Female,Yes,Govt_job,Rural
11478,Female,Yes,Private,Urban
11479,Female,Yes,Private,Urban
11480,Female,Yes,Self-employed,Rural
11481,Male,No,Private,Rural
11482,Male,Yes,Private,Urban
11483,Male,Yes,Private,Urban
11484,Female,No,Private,Rural
11485,Female,Yes,Private,Urban
11486,Male,No,Self-employed,Urban
11487,Female,No,Govt_job,Urban
11488,Female,No,children,Urban
11489,Male,Yes,Govt_job,Urban
11490,Male,Yes,Self-employed,Urban
11491,Male,Yes,Private,Urban
11492,Male,Yes,Private,Urban
11493,Female,No,children,Urban
11494,Female,Yes,Govt_job,Rural
11495,Female,Yes,Govt_job,Urban
11496,Female,No,Private,Urban
11497,Female,No,Private,Rural
11498,Male,Yes,Private,Urban
11499,Male,Yes,Private,Urban
11500,Female,Yes,Private,Urban
11501,Female,Yes,Private,Urban
11502,Male,Yes,Private,Rural
11503,Female,No,Private,Urban
11504,Female,Yes,Self-employed,Rural
11505,Female,No,Private,Urban
11506,Female,No,children,Rural
11507,Male,No,children,Rural
11508,Male,Yes,Private,Urban
11509,Female,Yes,Govt_job,Urban
11510,Male,Yes,Private,Urban
11511,Female,Yes,Private,Urban
11512,Male,Yes,Govt_job,Urban
11513,Female,Yes,Self-employed,Rural
11514,Male,Yes,Private,Rural
11515,Male,Yes,Private,Rural
11516,Female,No,Private,Urban
11517,Female,No,children,Urban
11518,Male,No,Private,Rural
11519,Female,No,Private,Urban
11520,Female,Yes,Self-employed,Rural
11521,Male,Yes,Private,Urban
11522,Male,Yes,Private,Rural
11523,Female,Yes,Private,Urban
11524,Female,Yes,Private,Rural
11525,Male,Yes,Private,Urban
11526,Male,Yes,Private,Rural
11527,Female,Yes,Private,Urban
11528,Male,Yes,Private,Urban
11529,Female,Yes,Private,Urban
11530,Female,Yes,Govt_job,Rural
11531,Female,Yes,Private,Urban
11532,Female,Yes,Private,Urban
11533,Female,Yes,Private,Rural
11534,Female,No,children,Urban
11535,Female,Yes,Private,Rural
11536,Female,No,children,Rural
11537,Female,Yes,Private,Urban
11538,Female,No,Private,Rural
11539,Female,Yes,Private,Urban
11540,Female,Yes,Private,Urban
11541,Male,Yes,Private,Urban
11542,Male,Yes,Private,Urban
11543,Female,Yes,Private,Urban
11544,Female,Yes,Self-employed,Urban
11545,Female,No,Private,Rural
11546,Male,Yes,Private,Urban
11547,Male,Yes,Self-employed,Urban
11548,Female,No,Private,Rural
11549,Male,No,children,Urban
11550,Female,Yes,Private,Urban
11551,Female,No,children,Urban
11552,Female,Yes,Self-employed,Urban
11553,Female,Yes,Private,Urban
11554,Female,Yes,Self-employed,Rural
11555,Male,Yes,Private,Rural
11556,Male,Yes,Private,Urban
11557,Female,Yes,Private,Urban
11558,Female,No,Private,Urban
11559,Female,Yes,Govt_job,Urban
11560,Male,Yes,Private,Rural
11561,Female,Yes,Govt_job,Urban
11562,Male,Yes,Private,Rural
11563,Female,No,Govt_job,Urban
11564,Female,Yes,Govt_job,Rural
11565,Male,Yes,Private,Urban
11566,Male,No,children,Rural
11567,Female,Yes,Private,Rural
11568,Male,No,Private,Rural
11569,Female,No,Private,Urban
11570,Female,Yes,Govt_job,Rural
11571,Female,No,Private,Urban
11572,Male,No,children,Urban
11573,Male,Yes,Private,Rural
11574,Male,Yes,Private,Rural
11575,Female,Yes,Private,Rural
11576,Male,No,Private,Urban
11577,Female,No,Private,Urban
11578,Male,No,children,Urban
11579,Female,Yes,Private,Urban
11580,Female,Yes,Private,Rural
11581,Female,Yes,Private,Urban
11582,Female,No,Self-employed,Rural
11583,Female,No,Self-employed,Rural
11584,Female,Yes,Self-employed,Urban
11585,Female,Yes,Govt_job,Urban
11586,Male,No,children,Rural
11587,Male,Yes,Private,Rural
11588,Female,No,Private,Urban
11589,Female,Yes,Govt_job,Rural
11590,Male,No,children,Rural
11591,Female,Yes,Self-employed,Rural
11592,Female,No,Private,Urban
11593,Male,Yes,Govt_job,Rural
11594,Female,Yes,Private,Rural
11595,Male,No,Private,Rural
11596,Male,Yes,Self-employed,Rural
11597,Female,Yes,Private,Urban
11598,Female,Yes,Private,Urban
11599,Female,Yes,Private,Rural
11600,Female,No,Self-employed,Urban
11601,Female,Yes,Private,Urban
11602,Female,Yes,Private,Urban
11603,Female,Yes,Private,Rural
11604,Male,Yes,Private,Urban
11605,Male,No,Private,Rural
11606,Male,Yes,Private,Urban
11607,Male,Yes,Private,Rural
11608,Male,Yes,Govt_job,Urban
11609,Female,Yes,Govt_job,Urban
11610,Female,Yes,Private,Urban
11611,Female,Yes,Self-employed,Urban
11612,Female,Yes,Private,Urban
11613,Female,Yes,Private,Rural
11614,Female,Yes,Govt_job,Rural
11615,Female,Yes,Self-employed,Urban
11616,Male,Yes,Private,Urban
11617,Male,No,children,Urban
11618,Female,Yes,Private,Rural
11619,Male,Yes,Self-employed,Urban
11620,Male,Yes,Self-employed,Urban
11621,Female,No,Private,Urban
11622,Male,No,Private,Rural
11623,Female,Yes,Govt_job,Urban
11624,Male,No,children,Urban
11625,Male,Yes,Private,Rural
11626,Male,No,children,Urban
11627,Female,No,Private,Urban
11628,Female,Yes,Self-employed,Rural
11629,Female,Yes,Private,Rural
11630,Female,Yes,Private,Urban
11631,Male,Yes,Private,Rural
11632,Male,No,Private,Rural
11633,Female,No,children,Rural
